helyseg_nev,ksh_kod,jogallas,varmegye,jaras_kod,jaras_nev,jaras_szekhelye,ph_kod,ph_szekhelye,terulet_ha,lako_nepesseg,lakasok_szama,becslult_terulet,bolgar,gorog,horvat,lengyel,nemet,ormeny,roma,roman,ruszin,szerb,szlovak,szloven,ukran
Lak,15857.0,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5.0,Borsodszirák,1976.0000000000002,641,197,,,,,,,,,,,,,,
Lakhegy,33792.0,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5.0,Egervár,860.0,427,225,,,,,,,,,,,,,,
Lakitelek,6202.0,nagyközség,Bács-Kiskun,044 0,Tiszakécskei,Tiszakécske,1.0,–,5466.0,4886,2273,,,,,,,,,,,,,,
Lakócsa,11040.0,község,Somogy,140 0,Barcsi,Barcs,5.0,Darány,2532.0,487,239,,,,1.0,,,,1.0,,,,,,
Lánycsók,33330.0,község,Baranya,027 0,Mohácsi,Mohács,2.0,[Helyben],2540.0,2181,890,,,,1.0,,1.0,,1.0,,,,,,
Lápafő,14605.0,község,Tolna,171 0,Dombóvári,Dombóvár,5.0,Dombóvár,931.0,145,84,,,,,,,,,,,,,,
Lapáncsa,6479.0,község,Baranya,031 0,Siklósi,Siklós,5.0,Nagyharsány,436.00000000000006,158,72,,,,,,,,,,,,,,
Laskod,21290.0,község,Szabolcs-Szatmár-Bereg,148 0,Baktalórántházai,Baktalórántháza,5.0,Baktalórántháza,1359.0,774,380,,,,,,,,,,,,,,
Lasztonya,3434.0,község,Zala,195 0,Letenyei,Letenye,5.0,Bázakerettye,877.0,47,42,,,,,,,,,,,,,,
Látrány,14863.0,község,Somogy,142 0,Fonyódi,Fonyód,2.0,[Helyben],2231.0,1295,595,,,,,,,,1.0,,,,,,
Lázi,4376.0,község,Győr-Moson-Sopron,090 0,Pannonhalmi,Pannonhalma,5.0,Écs,1679.0,515,208,,,,,,,,,,,,,,
Leányfalu,30809.0,nagyközség,Pest,135 0,Szentendrei,Szentendre,1.0,–,1537.0,4053,1774,,,,,,,,,,,,,,
Leányvár,25487.0,község,Komárom-Esztergom,110 0,Esztergomi,Esztergom,5.0,Piliscsév,725.0,1761,644,,,,,,1.0,,,,,,,,
Lébény,33668.0,város,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,2.0,[Helyben],8140.000000000001,3283,1325,,,,,,1.0,,,,,,,,
Legénd,30395.0,község,Nógrád,119 0,Rétsági,Rétság,5.0,Nézsa,1841.0,429,248,,,,,,,,1.0,,,,1.0,,
Legyesbénye,11660.0,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,5.0,Bekecs,2030.9999999999998,1366,618,,,,,,,,,,,,,,
Léh,3531.0,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,5.0,Kázsmárk,843.0,444,156,,,,,,,,,,,,,,
Lénárddaróc,7038.0,község,Borsod-Abaúj-Zemplén,062 0,Ózdi,Ózd,5.0,Nekézseny,516.0,237,154,,,,,,,,,,,,,,
Lendvadedes,27483.0,község,Zala,194 0,Lenti,Lenti,5.0,Rédics,401.99999999999994,30,29,,,,,,,,,,,,,,
Lendvajakabfa,11475.0,község,Zala,194 0,Lenti,Lenti,5.0,Rédics,620.0,43,37,,,,,,,,,,,,,,
Lengyel,24411.0,község,Tolna,170 0,Bonyhádi,Bonyhád,5.0,Tevel,2003.0,456,235,,,,,,1.0,,1.0,,,,,,
Lengyeltóti,26675.0,város,Somogy,142 0,Fonyódi,Fonyód,2.0,[Helyben],3957.0,2837,1223,,,,,,,,1.0,,,,,,
Lenti,12575.0,város,Zala,194 1,Lenti,Lenti,1.0,–,7379.000000000001,6820,3954,,,,,,,,1.0,,,,,,
Lepsény,7269.0,nagyközség,Fejér,079 0,Enyingi,Enying,1.0,–,3908.0,3016,1220,,,,,,,,,,,,,,
Lesencefalu,17570.0,község,Veszprém,189 0,Tapolcai,Tapolca,5.0,Lesencetomaj,718.0,298,152,,,,,,,,,,,,,,
Lesenceistvánd,21962.0,község,Veszprém,189 0,Tapolcai,Tapolca,2.0,[Helyben],1739.0,945,385,,,,,,,,,,,,,,
Lesencetomaj,17871.0,község,Veszprém,189 0,Tapolcai,Tapolca,2.0,[Helyben],2408.0,1034,374,,,,,,,,,,,,,,
Létavértes,5768.0,város,Hajdú-Bihar,096 0,Derecskei,Derecske,2.0,[Helyben],11661.0,6748,2631,,,,,,,,1.0,1.0,,,,,
Letenye,12122.0,város,Zala,195 1,Letenyei,Letenye,2.0,[Helyben],4174.0,3677,1564,,,,1.0,,,,1.0,,,,,,
Letkés,22682.0,község,Pest,137 0,Szobi,Szob,5.0,Márianosztra,2456.0,1034,433,,,,,,,,1.0,,,,,,
Levél,19239.0,község,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,5.0,Hegyeshalom,2492.0,2563,967,,,,,,1.0,,,,,,,,
Levelek,30979.0,nagyközség,Szabolcs-Szatmár-Bereg,148 0,Baktalórántházai,Baktalórántháza,2.0,[Helyben],2572.0,2662,950,,,,,,,,1.0,,,,,,
Libickozma,32355.0,község,Somogy,144 0,Marcali,Marcali,5.0,Pusztakovácsi,2297.0,28,52,,,,,,,,,,,,,,
Lickóvadamos,3054.0,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5.0,Gellénháza,669.0,200,124,,,,,,,,,,,,,,
Liget,17604.0,község,Baranya,026 0,Komlói,Komló,5.0,Magyarhertelend,1207.0,356,143,,,,,,,,1.0,,,,,,
Ligetfalva,28200.0,község,Zala,193 0,Keszthelyi,Keszthely,5.0,Zalacsány,473.00000000000006,66,39,,,,,,,,,,,,,,
Lipót,16221.0,község,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,5.0,Darnózseli,1609.0,840,356,,,,,,,,,,,,,,
Lippó,22974.0,község,Baranya,027 0,Mohácsi,Mohács,5.0,Nagynyárád,1453.0,469,206,,,,,,1.0,,,,,1.0,,,
Liptód,10038.0,község,Baranya,024 0,Bólyi,Bóly,5.0,Babarc,1499.0,175,127,,,,,,1.0,,,,,,,,
Lispeszentadorján,10889.0,község,Zala,195 0,Letenyei,Letenye,5.0,Bázakerettye,914.0,234,158,,,,,,,,,,,,,,
Liszó,25025.0,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5.0,Surd,2591.0,341,171,,,,,,,,,,,,,,
Litér,4552.0,község,Veszprém,184 0,Balatonalmádi,Balatonalmádi,2.0,[Helyben],1283.0,2192,776,,,,,,,,,,,,,,
Litka,28219.0,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,5.0,Szalaszend,666.0,31,37,,,,,,,,,,,,,,
Litke,4871.0,község,Nógrád,120 0,Salgótarjáni,Salgótarján,5.0,Mihálygerge,1816.0,746,329,,,,,,,,1.0,,,,,,
Lócs,29081.0,község,Vas,178 0,Kőszegi,Kőszeg,5.0,Csepreg,513.0,152,100,,,,,,,,,,,,,,
Lókút,18856.0,község,Veszprém,192 0,Zirci,Zirc,5.0,Zirc,1811.0,479,226,,,,,,1.0,,,,,,,,
Lónya,26091.0,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,5.0,Tiszakerecseny,3547.9999999999995,654,386,,,,,,,,,,,,,,
Lórév,9140.0,község,Pest,134 0,Ráckevei,Ráckeve,5.0,Szigetbecse,988.0000000000001,294,123,,,,,,,,,,,1.0,,,
Lothárd,31389.0,község,Baranya,028 0,Pécsi,Pécs,5.0,Pécsudvard,1046.0,234,111,,,,1.0,,,,,,,,,,
Lovas,5564.0,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,5.0,Alsóörs,595.0,544,240,,,,,,,,,,,,,,
Lovasberény,19114.0,község,Fejér,085 0,Székesfehérvári,Székesfehérvár,1.0,–,6062.0,2768,1199,,,,,,,,,,,,,,
Lovászhetény,24624.0,község,Baranya,029 0,Pécsváradi,Pécsvárad,5.0,Pécsvárad,894.9999999999999,261,113,,,,,,1.0,,,,,,,,
Lovászi,28167.0,község,Zala,194 0,Lenti,Lenti,2.0,[Helyben],967.0,1095,571,,,,,,,,1.0,,,,,,
Lovászpatona,5087.0,község,Veszprém,187 0,Pápai,Pápa,5.0,Ugod,4990.0,1116,512,,,,,,,,1.0,,,,,,
Lőkösháza,21209.0,község,Békés,048 0,Gyulai,Gyula,5.0,Elek,5202.0,1406,786,,,,,,,,1.0,1.0,,,,,
Lőrinci,30401.0,város,Heves,107 0,Hatvani,Hatvan,1.0,–,2353.0,5365,2304,,,,,,,,1.0,,,,,,
Lövő,31194.0,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,2.0,[Helyben],1747.0,1364,566,,,,,,,,,,,,,,
Lövőpetri,7995.0,község,Szabolcs-Szatmár-Bereg,153 0,Kisvárdai,Kisvárda,5.0,Pap,926.0,423,217,,,,,,,,,,,,,,
Lucfalva,20190.0,község,Nógrád,120 0,Salgótarjáni,Salgótarján,2.0,[Helyben],1410.0,556,214,,,,,,,,1.0,,,,1.0,,
Ludányhalászi,2778.0,község,Nógrád,121 0,Szécsényi,Szécsény,2.0,[Helyben],2113.0,1410,467,,,,,,,,1.0,,,,,,
Ludas,15796.0,község,Heves,106 0,Gyöngyösi,Gyöngyös,5.0,Karácsond,1079.0,704,371,,,,,,,,,,,,,,
Lukácsháza,14021.0,község,Vas,178 0,Kőszegi,Kőszeg,2.0,[Helyben],936.0,1067,411,,,,,,,,,,,,,,
Lulla,10010.0,község,Somogy,147 0,Tabi,Tab,5.0,Tab,1039.0,206,97,,,,,,,,,,,,,,
Lúzsok,18865.0,község,Baranya,030 0,Sellyei,Sellye,5.0,Vajszló,652.0,198,70,,,,,,,,,,,,,,
Mád,3902.0,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,1.0,–,3186.0,1774,1093,,,,,,,,1.0,,,,,,
Madaras,23357.0,község,Bács-Kiskun,034 0,Bácsalmási,Bácsalmás,1.0,–,4931.0,2509,1424,,,,,,,,1.0,,,,,,
Madocsa,29337.0,község,Tolna,172 0,Paksi,Paks,5.0,Bölcske,4333.0,1762,825,,,,,,,,,,,,,,
Maglóca,26444.0,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,5.0,Bősárkány,577.0,133,63,,,,,,,,,,,,,,
Maglód,10922.0,város,Pest,139 0,Vecsési,Vecsés,1.0,–,2238.0,12303,4438,,,,,,,,1.0,,,,1.0,,
Mágocs,6813.0,város,Baranya,025 0,Hegyháti,Sásd,2.0,[Helyben],4254.0,2135,910,,,,,,1.0,,1.0,,,,,,
Magosliget,29984.0,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,5.0,Méhtelek,517.0,281,87,,,,,,,,,,,,,,
Magy,16629.0,község,Szabolcs-Szatmár-Bereg,148 0,Baktalórántházai,Baktalórántháza,5.0,Ramocsaháza,2070.0,837,317,,,,,,,,,,,,,,
Magyaralmás,27678.0,község,Fejér,082 0,Móri,Mór,2.0,[Helyben],2242.0,1666,621,,,,,,,,,,,,,,
Magyaratád,10427.0,község,Somogy,143 0,Kaposvári,Kaposvár,2.0,[Helyben],1882.0,735,324,,,,,,,,,,,,,,
Magyarbánhegyes,27906.0,község,Békés,049 0,Mezőkovácsházai,Mezőkovácsháza,1.0,–,3656.0,1757,1045,,,,,,,,1.0,,,,,,
Magyarbóly,25177.0,község,Baranya,031 0,Siklósi,Siklós,5.0,Nagyharsány,1722.0,895,359,,,,,,1.0,,,,,1.0,,,
Magyarcsanád,5962.0,község,Csongrád-Csanád,073 0,Makói,Makó,5.0,Apátfalva,4802.0,1229,678,,,,,,,,1.0,1.0,,1.0,,,
Magyardombegyház,11536.0,község,Békés,049 0,Mezőkovácsházai,Mezőkovácsháza,5.0,Kevermes,765.0,161,153,,,,,,,,,,,,,,
Magyaregregy,29753.0,község,Baranya,026 0,Komlói,Komló,5.0,Egyházaskozár,2681.0,656,338,,,,,,1.0,,1.0,,,,,,
Magyaregres,25371.0,község,Somogy,143 0,Kaposvári,Kaposvár,5.0,Juta,1440.0,544,217,,,,,,,,,,,,,,
Magyarföld,8916.0,község,Zala,194 0,Lenti,Lenti,5.0,Csesztreg,889.0,38,30,,,,,,,,,,,,,,
Magyargéc,26967.0,község,Nógrád,121 0,Szécsényi,Szécsény,5.0,Nógrádmegyer,1235.0,788,288,,,,,,,,1.0,,,,,,
Magyargencs,26374.0,község,Veszprém,187 0,Pápai,Pápa,5.0,Nemesgörzsöny,3800.0,464,257,,,,,,,,,,,,,,
Magyarhertelend,5430.0,község,Baranya,026 0,Komlói,Komló,2.0,[Helyben],1616.0,531,283,,,,,,1.0,,1.0,,,,,,
Magyarhomorog,3683.0,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,5.0,Körösszegapáti,3958.0,717,441,,,,,,,,,,,,,,
Magyarkeresztúr,13912.0,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,5.0,Rábatamási,1673.0,393,218,,,,,,,,,,,,,,
Magyarkeszi,6017.0,község,Tolna,174 0,Tamási,Tamási,2.0,[Helyben],3815.9999999999995,1022,582,,,,,,,,1.0,,,,,,
Magyarlak,3221.0,község,Vas,180 0,Szentgotthárdi,Szentgotthárd,5.0,Csörötnek,762.0,739,320,,,,,,,,,,,,,,
Magyarlukafa,23542.0,község,Baranya,033 0,Szigetvári,Szigetvár,5.0,Mozsgó,1297.0,82,52,,,,,,,,,,,,,,
Magyarmecske,5412.0,község,Baranya,030 0,Sellyei,Sellye,5.0,Csányoszró,1195.0,304,110,,,,,,,,1.0,,,,,,
Magyarnádalja,27289.0,község,Vas,177 0,Körmendi,Körmend,5.0,Vasalja,385.0,265,97,,,,,,,,,,,,,,
Magyarnándor,32407.0,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,2.0,[Helyben],1867.0000000000002,1077,464,,,,,,,,1.0,,,,,,
Magyarpolány,20437.0,község,Veszprém,183 0,Ajkai,Ajka,2.0,[Helyben],2696.0,1240,526,,,,,,1.0,,,,,,,,
Magyarsarlós,27067.0,község,Baranya,028 0,Pécsi,Pécs,5.0,Nagykozár,802.9999999999999,271,111,,,,1.0,,,,,,,,,,
Magyarszecsőd,17288.0,község,Vas,177 0,Körmendi,Körmend,5.0,Molnaszecsőd,1126.0,405,190,,,,,,,,,,,,,,
Magyarszék,22600.0,község,Baranya,026 0,Komlói,Komló,5.0,Magyarhertelend,1386.0,946,388,,,,,,1.0,,1.0,,,,,,
Magyarszentmiklós,2909.0,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5.0,Újudvar,420.0,247,102,,,,,,1.0,,,,,,,,
Magyarszerdahely,13064.0,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5.0,Hahót,1622.0,410,173,,,,,,,,,,,,,,
Magyarszombatfa,25423.0,község,Vas,177 0,Körmendi,Körmend,5.0,Őriszentpéter,1594.0,241,131,,,,,,,,,,,,,,
Magyartelek,4385.0,község,Baranya,030 0,Sellyei,Sellye,5.0,Csányoszró,684.0,198,67,,,,,,,,,,,,,,
Majosháza,10755.0,község,Pest,136 0,Szigetszentmiklósi,Szigetszentmiklós,5.0,Dunavarsány,1142.0,1697,714,,,,,,,,,,,,,,
Majs,27863.0,község,Baranya,027 0,Mohácsi,Mohács,5.0,Lánycsók,3206.0,828,401,,,,,,1.0,,,,,,,,
Makád,4394.0,község,Pest,134 0,Ráckevei,Ráckeve,5.0,Szigetbecse,3177.0,1206,578,,,,,,,,,,,,,,
Makkoshotyka,19600.0,község,Borsod-Abaúj-Zemplén,064 0,Sárospataki,Sárospatak,5.0,Vajdácska,1041.0,733,293,,,,,,,,1.0,,,,,,
Maklár,27696.0,község,Heves,104 0,Egri,Eger,2.0,[Helyben],2801.0,2368,972,,,,,,,,,,,,,,
Makó,7357.0,város,Csongrád-Csanád,073 1,Makói,Makó,1.0,–,22923.0,21703,11048,,,,,,,,1.0,1.0,,,,,
Malomsok,3610.0,község,Veszprém,187 0,Pápai,Pápa,5.0,Csót,2574.0,476,247,,,,,,,,,,,,,,
Mályi,27395.0,község,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,1.0,–,1128.0,4371,1746,,,,,,,,,,,,,,
Mályinka,14915.0,község,Borsod-Abaúj-Zemplén,058 0,Kazincbarcikai,Kazincbarcika,2.0,[Helyben],2421.0,451,246,,,,,,,,,,,,,,
Mánd,2088.0,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,5.0,Túristvándi,517.0,272,100,,,,,,,,,,,,,,
Mándok,17826.0,város,Szabolcs-Szatmár-Bereg,160 0,Záhonyi,Záhony,1.0,–,2891.0,3648,1442,,,,,,,,1.0,,,,,,
Mánfa,33923.0,község,Baranya,026 0,Komlói,Komló,5.0,Komló,2770.0,736,321,,,,,,,,1.0,,,,,,
Mány,23490.0,község,Fejér,077 0,Bicskei,Bicske,1.0,–,4472.0,2392,896,,,,,,1.0,,1.0,,,,,,
Maráza,29920.0,község,Baranya,027 0,Mohácsi,Mohács,5.0,Himesháza,969.9999999999999,168,92,,,,,,1.0,,,,,,,,
Marcalgergelyi,29294.0,község,Veszprém,187 0,Pápai,Pápa,5.0,Nemesszalók,776.0,356,168,,,,,,,,,,,,,,
Marcali,18500.0,város,Somogy,144 1,Marcali,Marcali,2.0,[Helyben],10440.0,10373,5214,,,,,,1.0,,1.0,,,,,,
Marcaltő,22220.0,község,Veszprém,187 0,Pápai,Pápa,5.0,Csót,2208.0,730,335,,,,,,,,,,,,,,
Márfa,9450.0,község,Baranya,031 0,Siklósi,Siklós,5.0,Nagyharsány,409.0,184,75,,,,,,,,,,,,,,
Máriahalom,22637.0,község,Komárom-Esztergom,110 0,Esztergomi,Esztergom,5.0,Dág,1084.0,653,284,,,,,,1.0,,,,,,,,
Máriakálnok,12283.0,község,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,5.0,Halászi,1548.0,2074,784,,,,,,,,,,,,,,
Máriakéménd,14483.0,község,Baranya,024 0,Bólyi,Bóly,5.0,Szederkény,1578.0,542,220,,,,,,1.0,,1.0,,,,,,
Márianosztra,4570.0,község,Pest,137 0,Szobi,Szob,2.0,[Helyben],2027.0,925,376,,,,,,,,,,,,,,
Máriapócs,19655.0,város,Szabolcs-Szatmár-Bereg,156 0,Nyírbátori,Nyírbátor,2.0,[Helyben],2208.0,1826,677,,,,,,,,1.0,,1.0,,,,
Markaz,16540.0,község,Heves,106 0,Gyöngyösi,Gyöngyös,2.0,[Helyben],2561.0,1736,957,,,,,,,,,,,,,,
Márkháza,14641.0,község,Nógrád,120 0,Salgótarjáni,Salgótarján,5.0,Lucfalva,631.0,219,109,,,,,,,,1.0,,,,,,
Márkó,32212.0,község,Veszprém,191 0,Veszprémi,Veszprém,2.0,[Helyben],3440.9999999999995,1790,623,,,,,,1.0,,,,,,,,
Markóc,16443.0,község,Baranya,030 0,Sellyei,Sellye,5.0,Sellye,579.0,62,32,,,,,,,,,,,,,,
Markotabödöge,6770.0,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,5.0,Kóny,1629.0,503,232,,,,,,,,,,,,,,
Maróc,2103.0,község,Zala,195 0,Letenyei,Letenye,5.0,Bázakerettye,516.0,54,70,,,,,,,,,,,,,,
Marócsa,15219.0,község,Baranya,030 0,Sellyei,Sellye,5.0,Sellye,1138.0,73,45,,,,,,,,,,,,,,
Márok,20659.0,község,Baranya,031 0,Siklósi,Siklós,5.0,Nagyharsány,1593.0,372,183,,,,,,1.0,,,,,,,,
Márokföld,31981.0,község,Zala,194 0,Lenti,Lenti,5.0,Csesztreg,744.0,66,35,,,,,,,,,,,,,,
Márokpapi,33224.0,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,5.0,Tarpa,2118.0,496,211,,,,,,,,,,,,,,
Maroslele,10515.0,község,Csongrád-Csanád,073 0,Makói,Makó,1.0,–,4656.0,2079,926,,,,,,,,,,,,,,
Mártély,25733.0,község,Csongrád-Csanád,071 0,Hódmezővásárhelyi,Hódmezővásárhely,5.0,Hódmezővásárhely,3646.0,1281,575,,,,,,,,,,,,,,
Martfű,2626.0,város,Jász-Nagykun-Szolnok,167 0,Szolnoki,Szolnok,1.0,–,2308.0,5498,2935,,,,,,,,,,,,,,
Martonfa,2228.0,község,Baranya,029 0,Pécsváradi,Pécsvárad,5.0,Pécsvárad,569.0,203,91,,,,,,,,,,,,,,
Martonvásár,4659.0,város,Fejér,081 1,Martonvásári,Martonvásár,1.0,–,3125.0,5944,2157,,,,,,,,,,,,,,
Martonyi,2024.0,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5.0,Szalonna,1757.0,292,180,,,,,,,,1.0,,,,,,
Mátészalka,18874.0,város,Szabolcs-Szatmár-Bereg,154 1,Mátészalkai,Mátészalka,1.0,–,4140.0,14848,7162,,,,,,1.0,,1.0,1.0,,,,,
Mátételke,27809.0,község,Bács-Kiskun,034 0,Bácsalmási,Bácsalmás,5.0,Bácsalmás,2795.0,449,278,,,,,,,,,,,,,,
Mátraballa,19965.0,község,Heves,109 0,Pétervásárai,Pétervására,5.0,Mátraderecske,2636.0,646,424,,,,,,,,,,,,,,
Mátraderecske,14872.0,község,Heves,109 0,Pétervásárai,Pétervására,2.0,[Helyben],1399.0,1624,1006,,,,,,,,1.0,,,,,,
Mátramindszent,20075.0,község,Nógrád,117 0,Bátonyterenyei,Bátonyterenye,2.0,[Helyben],1673.0,684,425,,,,,,,,1.0,,,,,,
Mátranovák,19372.0,község,Nógrád,117 0,Bátonyterenyei,Bátonyterenye,5.0,Mátraterenye,2697.0,1527,1042,,,,,,,,,,,,,,
Mátraszele,24332.0,község,Nógrád,120 0,Salgótarjáni,Salgótarján,2.0,[Helyben],1697.0,871,465,,,,,,,,,,,,,,
Mátraszentimre,29045.0,község,Heves,106 0,Gyöngyösi,Gyöngyös,5.0,Gyöngyössolymos,2129.0,462,326,,,,,,,,,,,,1.0,,
Mátraszőlős,4330.0,község,Nógrád,118 0,Pásztói,Pásztó,2.0,[Helyben],2917.0,1425,663,,,,,,,,1.0,,,,,,
Mátraterenye,33525.0,község,Nógrád,117 0,Bátonyterenyei,Bátonyterenye,2.0,[Helyben],2813.0,1591,872,,,,,,,,1.0,,,,,,
Mátraverebély,30100.0,község,Nógrád,117 0,Bátonyterenyei,Bátonyterenye,2.0,[Helyben],1839.9999999999998,1626,811,,,,,,,,1.0,,,,,,
Mátyásdomb,16948.0,község,Fejér,079 0,Enyingi,Enying,5.0,Mezőszentgyörgy,3539.0,727,279,,,,,,,,,,,,,,
Matty,15051.0,község,Baranya,031 0,Siklósi,Siklós,5.0,Siklós,1689.9999999999998,326,140,,,,,,,,1.0,,,,,,
Mátyus,20668.0,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,5.0,Tiszakerecseny,1103.0,266,130,,,,,,,,,,,,,,
Máza,33756.0,község,Baranya,026 0,Komlói,Komló,5.0,Egyházaskozár,1069.0,1089,485,,,,,,1.0,,1.0,,,,,,
Mecseknádasd,13444.0,község,Baranya,029 0,Pécsváradi,Pécsvárad,2.0,[Helyben],3608.0,1449,666,,,,,,1.0,,,,,,,,
Mecsekpölöske,11402.0,község,Baranya,026 0,Komlói,Komló,5.0,Magyarhertelend,731.0,375,156,,,,,,,,,,,,,,
Mecsér,27359.0,község,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,5.0,Lébény,2110.0,672,305,,,,,,,,,,,,,,
Medgyesbodzás,20765.0,község,Békés,049 0,Mezőkovácsházai,Mezőkovácsháza,5.0,Nagykamarás,3167.0,805,533,,,,,,,,,,,,,,
Medgyesegyháza,30128.0,város,Békés,049 0,Mezőkovácsházai,Mezőkovácsháza,1.0,–,6429.000000000001,3122,1806,,,,,,,,1.0,1.0,,,1.0,,
Medina,30562.0,község,Tolna,173 0,Szekszárdi,Szekszárd,5.0,Kölesd,2224.0,668,327,,,,,,,,1.0,,,1.0,,,
Megyaszó,21768.0,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,2.0,[Helyben],5342.0,2498,828,,,,,,,,1.0,,,,,,
Megyehíd,30872.0,község,Vas,179 0,Sárvári,Sárvár,5.0,Ikervár,599.0,299,122,,,,,,,,,,,,,,
Megyer,4987.0,község,Veszprém,188 0,Sümegi,Sümeg,5.0,Gógánfa,426.0,25,25,,,,,,,,,,,,,,
Meggyeskovácsi,25760.0,község,Vas,179 0,Sárvári,Sárvár,5.0,Nyőgér,2464.0,723,340,,,,,,,,,,,,,,
Méhkerék,23931.0,község,Békés,051 0,Sarkadi,Sarkad,1.0,–,2585.0,1870,843,,,,,,,,1.0,1.0,,,,,
Méhtelek,29799.0,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,5.0,Garbolc,863.0000000000001,640,274,,,,,,,,1.0,,,,,,
Mekényes,30492.0,község,Baranya,025 0,Hegyháti,Sásd,5.0,Mágocs,1777.0,240,137,,,,,,,,,,,,,,
Mélykút,16018.0,város,Bács-Kiskun,036 0,Jánoshalmai,Jánoshalma,1.0,–,12347.0,4594,2678,,,,,,,,1.0,,,,,,
Mencshely,27137.0,község,Veszprém,191 0,Veszprémi,Veszprém,5.0,Nagyvázsony,1261.0,295,137,,,,,,,,,,,,,,
Mende,3692.0,község,Pest,131 0,Nagykátai,Nagykáta,1.0,–,2715.0,4250,1523,,,,,,,,1.0,,,,,,
Méra,25618.0,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,2.0,[Helyben],1512.0,1396,562,,,,,,,,1.0,,,,,,
Merenye,7737.0,község,Baranya,033 0,Szigetvári,Szigetvár,5.0,Nagydobsza,1447.0,243,122,,,,,,,,,,,,,,
Mérges,20385.0,község,Győr-Moson-Sopron,092 0,Téti,Tét,5.0,Tét,651.0,96,53,,,,,,,,,,,,,,
Mérk,7463.0,nagyközség,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,2.0,[Helyben],2508.0,1911,785,,,,,,1.0,,1.0,,,,,,
Mernye,23630.0,község,Somogy,143 0,Kaposvári,Kaposvár,2.0,[Helyben],2593.0,1315,544,,,,,,,,,,,,,,
Mersevát,14809.0,község,Vas,176 0,Celldömölki,Celldömölk,5.0,Celldömölk,1054.0,568,236,,,,,,,,,,,,,,
Mesterháza,31875.0,község,Vas,179 0,Sárvári,Sárvár,5.0,Bő,419.00000000000006,152,78,,,,,,,,,,,,,,
Mesteri,15723.0,község,Vas,176 0,Celldömölki,Celldömölk,5.0,Celldömölk,1169.0,260,150,,,,,,,,,,,,,,
Mesterszállás,30234.0,község,Jász-Nagykun-Szolnok,166 0,Mezőtúri,Mezőtúr,5.0,Mezőtúr,4292.0,635,373,,,,,,,,,,,,,,
Meszes,11758.0,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5.0,Szalonna,1140.0,151,117,,,,,,,,,,,,,,
Meszlen,32832.0,község,Vas,181 0,Szombathelyi,Szombathely,5.0,Nemesbőd,1202.0,195,96,,,,,,,,,,,,,,
Mesztegnyő,16106.0,község,Somogy,144 0,Marcali,Marcali,2.0,[Helyben],4471.0,1248,556,,,,,,,,1.0,,,,,,
Mezőberény,19628.0,város,Békés,045 0,Békési,Békés,1.0,–,11853.0,9301,4456,,,,,,1.0,,1.0,,,,1.0,,
Mezőcsát,13833.0,város,Borsod-Abaúj-Zemplén,059 1,Mezőcsáti,Mezőcsát,2.0,[Helyben],10309.0,5578,2400,,,,,,,,1.0,,,,,,
