cntr_group,country,Code,era_yrs,varname,cntr_region,era_col,value,value_end,change_val,pop,synth,cntr_rank,trans_rec_end_yr,label_perc_end,era_num,era_low,era_high,scaling,change_val_lab,change_lab,change_sign
CEE,Czechia,CZE,1950-1975,% of W_EUR3,CEE: Czechia,"early socialism
(1950-1973/75)",72.21078626333339,57.67162195452971,-14.539164308803677,8916664,TRUE,2,1992,72,1,0.5,1.5,1,-15,CZE: -15,divergence
CEE,Czechia,CZE,1975-1989,% of W_EUR3,CEE: Czechia,"late socialism
(1973/75-1989)",57.67162195452971,53.00535145126627,-4.666270503263441,10030738,NA,2,1992,58,2,1.5,2.5,1,-5,CZE: -5,divergence
CEE,Czechia,CZE,1989-1992,% of W_EUR3,CEE: Czechia,"transition
(1989-1991/92)",53.00535145126627,46.37361105048224,-6.631740400784032,10305562,NA,2,1992,53,3,2.5,3.5,1,-7,CZE: -7,divergence
CEE,Czechia,CZE,1992-2022,% of W_EUR3,CEE: Czechia,"capitalism
(1992-2022)",46.37361105048224,78.09001053458988,31.71639948410764,10312408,NA,2,1992,46,4,3.5,4.5,1,32,CZE: +32,convergence
Baltics,Estonia,EST,1973-1989,% of W_EUR3,Baltics: Estonia,"late socialism
(1973/75-1989)",73.26241111116751,70.96225100900615,-2.3001601021613567,1399299,NA,1,1994,73,2,1.5,2.5,1,-2,EST: -2,divergence
Baltics,Estonia,EST,1989-1994,% of W_EUR3,Baltics: Estonia,"transition
(1989-1991/92)",70.96225100900615,42.75835928632289,-28.20389172268326,1567538,NA,1,1994,71,3,2.5,3.5,1,-28,EST: -28,divergence
Baltics,Estonia,EST,1994-2022,% of W_EUR3,Baltics: Estonia,"capitalism
(1992-2022)",42.75835928632289,72.81094154419839,30.052582257875493,1475669,NA,1,1994,43,4,3.5,4.5,1,30,EST: +30,convergence
CEE,Hungary,HUN,1950-1975,% of W_EUR3,CEE: Hungary,"early socialism
(1950-1973/75)",60.26155961019412,48.71604144105016,-11.54551816914396,9337826,NA,3,1992,60,1,0.5,1.5,1,-12,HUN: -12,divergence
CEE,Hungary,HUN,1975-1989,% of W_EUR3,CEE: Hungary,"late socialism
(1973/75-1989)",48.71604144105016,41.578233550886345,-7.137807890163813,10515605,NA,3,1992,49,2,1.5,2.5,1,-7,HUN: -7,divergence
CEE,Hungary,HUN,1989-1992,% of W_EUR3,CEE: Hungary,"transition
(1989-1991/92)",41.578233550886345,33.13708484154487,-8.441148709341476,10403359,NA,3,1992,42,3,2.5,3.5,1,-8,HUN: -8,divergence
CEE,Hungary,HUN,1992-2022,% of W_EUR3,CEE: Hungary,"capitalism
(1992-2022)",33.13708484154487,71.32035524770959,38.183270406164716,10371431,NA,3,1992,33,4,3.5,4.5,1,38,HUN: +38,convergence
Baltics,Latvia,LVA,1973-1989,% of W_EUR3,Baltics: Latvia,"late socialism
(1973/75-1989)",66.39754426815428,59.1799250786541,-7.2176191895001764,2415721,NA,2,1994,66,2,1.5,2.5,1,-7,LVA: -7,divergence
Baltics,Latvia,LVA,1989-1994,% of W_EUR3,Baltics: Latvia,"transition
(1989-1991/92)",59.1799250786541,30.83498713967427,-28.344937938979832,2664789,NA,2,1994,59,3,2.5,3.5,1,-28,LVA: -28,divergence
Baltics,Latvia,LVA,1994-2022,% of W_EUR3,Baltics: Latvia,"capitalism
(1992-2022)",30.83498713967427,65.91644838365171,35.081461243977444,2521185,NA,2,1994,31,4,3.5,4.5,1,35,LVA: +35,convergence
Baltics,Lithuania,LTU,1973-1989,% of W_EUR3,Baltics: Lithuania,"late socialism
(1973/75-1989)",64.25791446325533,55.52203813170709,-8.73587633154824,3236175,NA,3,1994,64,2,1.5,2.5,1,-9,LTU: -9,divergence
Baltics,Lithuania,LTU,1989-1994,% of W_EUR3,Baltics: Lithuania,"transition
(1989-1991/92)",55.52203813170709,27.7379032390183,-27.78413489268879,3696048,NA,3,1994,56,3,2.5,3.5,1,-28,LTU: -28,divergence
Baltics,Lithuania,LTU,1994-2022,% of W_EUR3,Baltics: Lithuania,"capitalism
(1992-2022)",27.7379032390183,74.73834658372928,47.00044334471098,3654839,NA,3,1994,28,4,3.5,4.5,1,47,LTU: +47,convergence
CEE,Poland,POL,1950-1975,% of W_EUR3,CEE: Poland,"early socialism
(1950-1973/75)",59.453600424932226,48.74236589876174,-10.711234526170486,24780120,NA,4,1991,59,1,0.5,1.5,1,-11,POL: -11,divergence
CEE,Poland,POL,1975-1989,% of W_EUR3,CEE: Poland,"late socialism
(1973/75-1989)",48.74236589876174,34.236007995185886,-14.506357903575854,33964338,NA,4,1991,49,2,1.5,2.5,1,-15,POL: -15,divergence
CEE,Poland,POL,1989-1991,% of W_EUR3,CEE: Poland,"transition
(1989-1991/92)",34.236007995185886,28.07755309710012,-6.158454898085765,37938044,NA,4,1991,34,3,2.5,3.5,1,-6,POL: -6,divergence
CEE,Poland,POL,1991-2022,% of W_EUR3,CEE: Poland,"capitalism
(1992-2022)",28.07755309710012,78.62519915860797,50.54764606150785,38152898,NA,4,1991,28,4,3.5,4.5,1,51,POL: +51,convergence
CEE,Romania,ROU,1950-1975,% of W_EUR3,CEE: Romania,"early socialism
(1950-1973/75)",28.72030868642114,31.565397682802683,2.8450889963815413,16397220,NA,5,1992,29,1,0.5,1.5,1,3,ROU: +3,convergence
CEE,Romania,ROU,1975-1989,% of W_EUR3,CEE: Romania,"late socialism
(1973/75-1989)",31.565397682802683,23.73528132823358,-7.830116354569103,21268014,NA,5,1992,32,2,1.5,2.5,1,-8,ROU: -8,divergence
CEE,Romania,ROU,1989-1992,% of W_EUR3,CEE: Romania,"transition
(1989-1991/92)",23.73528132823358,17.44220301227802,-6.293078315955558,22887592,NA,5,1992,24,3,2.5,3.5,1,-6,ROU: -6,divergence
CEE,Romania,ROU,1992-2022,% of W_EUR3,CEE: Romania,"capitalism
(1992-2022)",17.44220301227802,63.44061588057498,45.99841286829696,22912341,NA,5,1992,17,4,3.5,4.5,1,46,ROU: +46,convergence
USSR,Russia,RUS,1950-1975,% of W_EUR3,USSR: Russia,"early socialism
(1950-1973/75)",50.47206239148726,58.77724917841608,8.305186786928815,103392314,NA,2,1998,50,1,0.5,1.5,1,8,RUS: +8,convergence
USSR,Russia,RUS,1975-1989,% of W_EUR3,USSR: Russia,"late socialism
(1973/75-1989)",58.77724917841608,48.24027351727848,-10.536975661137596,134136049,NA,2,1998,59,2,1.5,2.5,1,-11,RUS: -11,divergence
USSR,Russia,RUS,1989-1998,% of W_EUR3,USSR: Russia,"transition
(1989-1991/92)",48.24027351727848,27.56184645445957,-20.678427062818912,148281823,NA,2,1998,48,3,2.5,3.5,1,-21,RUS: -21,divergence
USSR,Russia,RUS,1998-2022,% of W_EUR3,USSR: Russia,"capitalism
(1992-2022)",27.56184645445957,61.5982764995278,34.03643004506823,147635488,NA,2,1998,28,4,3.5,4.5,1,34,RUS: +34,convergence
Yugosl.,Serbia,SRB,1952-1979,% of W_EUR3,Yugosl.: Serbia,"early socialism
(1950-1973/75)",27.355771670470908,48.98542228444514,21.629650613974235,6127217,NA,2,1993,27,1,0.5,1.5,1,22,SRB: +22,convergence
Yugosl.,Serbia,SRB,1979-1989,% of W_EUR3,Yugosl.: Serbia,"late socialism
(1973/75-1989)",48.98542228444514,41.42708119770672,-7.558341086738423,7758172,NA,2,1993,49,2,1.5,2.5,1,-8,SRB: -8,divergence
Yugosl.,Serbia,SRB,1989-1993,% of W_EUR3,Yugosl.: Serbia,"transition
(1989-1991/92)",41.42708119770672,17.014424856644766,-24.412656341061954,7881211,NA,2,1993,41,3,2.5,3.5,1,-24,SRB: -24,divergence
Yugosl.,Serbia,SRB,1993-2022,% of W_EUR3,Yugosl.: Serbia,"capitalism
(1992-2022)",17.014424856644766,41.40360732571143,24.38918246906666,7849677,NA,2,1993,17,4,3.5,4.5,1,24,SRB: +24,convergence
CEE,Slovakia,SVK,1950-1975,% of W_EUR3,CEE: Slovakia,"early socialism
(1950-1973/75)",75.3704572977782,55.0080344900381,-20.362422807740103,3465707,TRUE,6,1992,75,1,0.5,1.5,1,-20,SVK: -20,divergence
CEE,Slovakia,SVK,1975-1989,% of W_EUR3,CEE: Slovakia,"late socialism
(1973/75-1989)",55.0080344900381,48.11935163473478,-6.888682855303323,4739131,TRUE,6,1992,55,2,1.5,2.5,1,-7,SVK: -7,divergence
CEE,Slovakia,SVK,1989-1992,% of W_EUR3,CEE: Slovakia,"transition
(1989-1991/92)",48.11935163473478,35.61566895522651,-12.503682679508266,5249882,NA,6,1992,48,3,2.5,3.5,1,-13,SVK: -13,divergence
CEE,Slovakia,SVK,1992-2022,% of W_EUR3,CEE: Slovakia,"capitalism
(1992-2022)",35.61566895522651,66.64046543091008,31.024796475683573,5306409,NA,6,1992,36,4,3.5,4.5,1,31,SVK: +31,convergence
Yugosl.,Slovenia,SVN,1952-1979,% of W_EUR3,Yugosl.: Slovenia,"early socialism
(1950-1973/75)",52.961420153362475,97.16594113922571,44.20452098586323,1479622,NA,3,1992,53,1,0.5,1.5,1,44,SVN: +44,convergence
Yugosl.,Slovenia,SVN,1979-1989,% of W_EUR3,Yugosl.: Slovenia,"late socialism
(1973/75-1989)",97.16594113922571,74.96023075060734,-22.20571038861837,1885870,NA,3,1992,97,2,1.5,2.5,1,-22,SVN: -22,divergence
Yugosl.,Slovenia,SVN,1989-1992,% of W_EUR3,Yugosl.: Slovenia,"transition
(1989-1991/92)",74.96023075060734,55.97482577686702,-18.985404973740316,1995417,NA,3,1992,75,3,2.5,3.5,1,-19,SVN: -19,divergence
Yugosl.,Slovenia,SVN,1992-2022,% of W_EUR3,Yugosl.: Slovenia,"capitalism
(1992-2022)",55.97482577686702,79.12249714386797,23.147671367000953,1995805,NA,3,1992,56,4,3.5,4.5,1,23,SVN: +23,convergence
USSR,Ukraine,UKR,1973-1989,% of W_EUR3,USSR: Ukraine,"late socialism
(1973/75-1989)",41.67234327208883,38.097950618925395,-3.574392653163436,48277070,NA,3,1998,42,2,1.5,2.5,1,-4,UKR: -4,divergence
USSR,Ukraine,UKR,1989-1998,% of W_EUR3,USSR: Ukraine,"transition
(1989-1991/92)",38.097950618925395,14.94508058212559,-23.152870036799804,51917779,NA,3,1998,38,3,2.5,3.5,1,-23,UKR: -23,divergence
USSR,Ukraine,UKR,1998-2022,% of W_EUR3,USSR: Ukraine,"capitalism
(1992-2022)",14.94508058212559,18.765152019181276,3.8200714370556863,50379676,NA,3,1998,15,4,3.5,4.5,1,4,UKR: +4,convergence
USSR,Belarus,BLR,1973-1989,% of LAT_AM,USSR: Belarus,"late socialism
(1973/75-1989)",117.80604252677347,138.77348790401396,20.967445377240495,9205662,NA,1,1995,118,2,1.5,2.5,1,21,BLR: +21,convergence
USSR,Belarus,BLR,1989-1995,% of LAT_AM,USSR: Belarus,"transition
(1989-1991/92)",138.77348790401396,73.1554582758333,-65.61802962818066,10158729,NA,1,1995,139,3,2.5,3.5,1,-66,BLR: -66,divergence
USSR,Belarus,BLR,1995-2022,% of LAT_AM,USSR: Belarus,"capitalism
(1992-2022)",73.1554582758333,120.0207075237076,46.8652492478743,10197421,NA,1,1995,73,4,3.5,4.5,1,47,BLR: +47,convergence
CEE,Bulgaria,BGR,1950-1975,% of LAT_AM,CEE: Bulgaria,"early socialism
(1950-1973/75)",71.97668635718426,125.68317956208826,53.70649320490399,7248464,NA,1,1999,72,1,0.5,1.5,1,54,BGR: +54,convergence
CEE,Bulgaria,BGR,1975-1989,% of LAT_AM,CEE: Bulgaria,"late socialism
(1973/75-1989)",125.68317956208826,115.61151249919872,-10.071667062889532,8723102,NA,1,1999,126,2,1.5,2.5,1,-10,BGR: -10,divergence
CEE,Bulgaria,BGR,1989-1999,% of LAT_AM,CEE: Bulgaria,"transition
(1989-1991/92)",115.61151249919872,75.91210680002983,-39.69940569916889,8936335,NA,1,1999,116,3,2.5,3.5,1,-40,BGR: -40,divergence
CEE,Bulgaria,BGR,1999-2022,% of LAT_AM,CEE: Bulgaria,"capitalism
(1992-2022)",75.91210680002983,132.16832003114635,56.25621323111652,8067415,NA,1,1999,76,4,3.5,4.5,1,56,BGR: +56,convergence
Yugosl.,Croatia,HRV,1952-1979,% of LAT_AM,Yugosl.: Croatia,"early socialism
(1950-1973/75)",73.33746803163393,166.09989964531798,92.76243161368404,3957359,NA,1,1993,73,1,0.5,1.5,1,93,HRV: +93,convergence
Yugosl.,Croatia,HRV,1979-1989,% of LAT_AM,Yugosl.: Croatia,"late socialism
(1973/75-1989)",166.09989964531798,162.88061192736325,-3.219287717954728,4626900,NA,1,1993,166,2,1.5,2.5,1,-3,HRV: -3,divergence
Yugosl.,Croatia,HRV,1989-1993,% of LAT_AM,Yugosl.: Croatia,"transition
(1989-1991/92)",162.88061192736325,95.24805999337,-67.63255193399324,4820680,NA,1,1993,163,3,2.5,3.5,1,-68,HRV: -68,divergence
Yugosl.,Croatia,HRV,1993-2022,% of LAT_AM,Yugosl.: Croatia,"capitalism
(1992-2022)",95.24805999337,173.20876383788035,77.96070384451035,4729691,NA,1,1993,95,4,3.5,4.5,1,78,HRV: +78,convergence
CEE,Czechia,CZE,1950-1975,% of LAT_AM,CEE: Czechia,"early socialism
(1950-1973/75)",129.5371938487679,148.11549746348732,18.578303614719403,8916664,TRUE,2,1992,130,1,0.5,1.5,1,19,CZE: +19,convergence
CEE,Czechia,CZE,1975-1989,% of LAT_AM,CEE: Czechia,"late socialism
(1973/75-1989)",148.11549746348732,163.6740700268733,15.55857256338598,10030738,NA,2,1992,148,2,1.5,2.5,1,16,CZE: +16,convergence
CEE,Czechia,CZE,1989-1992,% of LAT_AM,CEE: Czechia,"transition
(1989-1991/92)",163.6740700268733,144.37095351099867,-19.30311651587462,10305562,NA,2,1992,164,3,2.5,3.5,1,-19,CZE: -19,divergence
CEE,Czechia,CZE,1992-2022,% of LAT_AM,CEE: Czechia,"capitalism
(1992-2022)",144.37095351099867,206.97308905280056,62.602135541801886,10312408,NA,2,1992,144,4,3.5,4.5,1,63,CZE: +63,convergence
Baltics,Estonia,EST,1973-1989,% of LAT_AM,Baltics: Estonia,"late socialism
(1973/75-1989)",194.89336780085688,219.12278898086927,24.229421180012395,1399299,NA,1,1994,195,2,1.5,2.5,1,24,EST: +24,convergence
Baltics,Estonia,EST,1989-1994,% of LAT_AM,Baltics: Estonia,"transition
(1989-1991/92)",219.12278898086927,126.05876304690341,-93.06402593396587,1567538,NA,1,1994,219,3,2.5,3.5,1,-93,EST: -93,divergence
Baltics,Estonia,EST,1994-2022,% of LAT_AM,Baltics: Estonia,"capitalism
(1992-2022)",126.05876304690341,192.9812198139022,66.92245676699878,1475669,NA,1,1994,126,4,3.5,4.5,1,67,EST: +67,convergence
CEE,Hungary,HUN,1950-1975,% of LAT_AM,CEE: Hungary,"early socialism
(1950-1973/75)",108.10176336244278,125.11527277977434,17.013509417331562,9337826,NA,3,1992,108,1,0.5,1.5,1,17,HUN: +17,convergence
CEE,Hungary,HUN,1975-1989,% of LAT_AM,CEE: Hungary,"late socialism
(1973/75-1989)",125.11527277977434,128.38852160160312,3.2732488218287727,10515605,NA,3,1992,125,2,1.5,2.5,1,3,HUN: +3,convergence
CEE,Hungary,HUN,1989-1992,% of LAT_AM,CEE: Hungary,"transition
(1989-1991/92)",128.38852160160312,103.16282098327005,-25.225700618333065,10403359,NA,3,1992,128,3,2.5,3.5,1,-25,HUN: -25,divergence
CEE,Hungary,HUN,1992-2022,% of LAT_AM,CEE: Hungary,"capitalism
(1992-2022)",103.16282098327005,189.03050642339232,85.86768544012227,10371431,NA,3,1992,103,4,3.5,4.5,1,86,HUN: +86,convergence
Baltics,Latvia,LVA,1973-1989,% of LAT_AM,Baltics: Latvia,"late socialism
(1973/75-1989)",176.63138326817275,182.7404014180411,6.109018149868348,2415721,NA,2,1994,177,2,1.5,2.5,1,6,LVA: +6,convergence
Baltics,Latvia,LVA,1989-1994,% of LAT_AM,Baltics: Latvia,"transition
(1989-1991/92)",182.7404014180411,90.90667654869192,-91.83372486934918,2664789,NA,2,1994,183,3,2.5,3.5,1,-92,LVA: -92,divergence
Baltics,Latvia,LVA,1994-2022,% of LAT_AM,Baltics: Latvia,"capitalism
(1992-2022)",90.90667654869192,174.7077615684372,83.80108501974529,2521185,NA,2,1994,91,4,3.5,4.5,1,84,LVA: +84,convergence
Baltics,Lithuania,LTU,1973-1989,% of LAT_AM,Baltics: Lithuania,"late socialism
(1973/75-1989)",170.93951956618383,171.44529200148637,0.5057724353025321,3236175,NA,3,1994,171,2,1.5,2.5,1,1,LTU: +1,convergence
Baltics,Lithuania,LTU,1989-1994,% of LAT_AM,Baltics: Lithuania,"transition
(1989-1991/92)",171.44529200148637,81.77595750133942,-89.66933450014695,3696048,NA,3,1994,171,3,2.5,3.5,1,-90,LTU: -90,divergence
Baltics,Lithuania,LTU,1994-2022,% of LAT_AM,Baltics: Lithuania,"capitalism
(1992-2022)",81.77595750133942,198.0896962010445,116.31373869970507,3654839,NA,3,1994,82,4,3.5,4.5,1,116,LTU: +116,convergence
CEE,Poland,POL,1950-1975,% of LAT_AM,CEE: Poland,"early socialism
(1950-1973/75)",106.65238479977913,125.18288073004982,18.53049593027069,24780120,NA,4,1991,107,1,0.5,1.5,1,19,POL: +19,convergence
CEE,Poland,POL,1975-1989,% of LAT_AM,CEE: Poland,"late socialism
(1973/75-1989)",125.18288073004982,105.71662325824994,-19.466257471799878,33964338,NA,4,1991,125,2,1.5,2.5,1,-19,POL: -19,divergence
CEE,Poland,POL,1989-1991,% of LAT_AM,CEE: Poland,"transition
(1989-1991/92)",105.71662325824994,88.01461235032743,-17.702010907922514,37938044,NA,4,1991,106,3,2.5,3.5,1,-18,POL: -18,divergence
CEE,Poland,POL,1991-2022,% of LAT_AM,CEE: Poland,"capitalism
(1992-2022)",88.01461235032743,208.39157577063597,120.37696342030854,38152898,NA,4,1991,88,4,3.5,4.5,1,120,POL: +120,convergence
CEE,Romania,ROU,1950-1975,% of LAT_AM,CEE: Romania,"early socialism
(1950-1973/75)",51.52067144293756,81.0680265609196,29.547355117982043,16397220,NA,5,1992,52,1,0.5,1.5,1,30,ROU: +30,convergence
CEE,Romania,ROU,1975-1989,% of LAT_AM,CEE: Romania,"late socialism
(1973/75-1989)",81.0680265609196,73.2916581412844,-7.7763684196352045,21268014,NA,5,1992,81,2,1.5,2.5,1,-8,ROU: -8,divergence
CEE,Romania,ROU,1989-1992,% of LAT_AM,CEE: Romania,"transition
(1989-1991/92)",73.2916581412844,54.30130246863329,-18.990355672651113,22887592,NA,5,1992,73,3,2.5,3.5,1,-19,ROU: -19,divergence
CEE,Romania,ROU,1992-2022,% of LAT_AM,CEE: Romania,"capitalism
(1992-2022)",54.30130246863329,168.14570967945534,113.84440721082206,22912341,NA,5,1992,54,4,3.5,4.5,1,114,ROU: +114,convergence
USSR,Russia,RUS,1950-1975,% of LAT_AM,USSR: Russia,"early socialism
(1950-1973/75)",90.54061959816954,150.95503137505682,60.41441177688728,103392314,NA,2,1998,91,1,0.5,1.5,1,60,RUS: +60,convergence
USSR,Russia,RUS,1975-1989,% of LAT_AM,USSR: Russia,"late socialism
(1973/75-1989)",150.95503137505682,148.96008968154732,-1.994941693509503,134136049,NA,2,1998,151,2,1.5,2.5,1,-2,RUS: -2,divergence
USSR,Russia,RUS,1989-1998,% of LAT_AM,USSR: Russia,"transition
(1989-1991/92)",148.96008968154732,81.80911043514332,-67.15097924640399,148281823,NA,2,1998,149,3,2.5,3.5,1,-67,RUS: -67,divergence
USSR,Russia,RUS,1998-2022,% of LAT_AM,USSR: Russia,"capitalism
(1992-2022)",81.80911043514332,163.2626949357186,81.45358450057527,147635488,NA,2,1998,82,4,3.5,4.5,1,81,RUS: +81,convergence
Yugosl.,Serbia,SRB,1952-1979,% of LAT_AM,Yugosl.: Serbia,"early socialism
(1950-1973/75)",54.42722243983936,127.85680427178542,73.42958183194605,6127217,NA,2,1993,54,1,0.5,1.5,1,73,SRB: +73,convergence
Yugosl.,Serbia,SRB,1979-1989,% of LAT_AM,Yugosl.: Serbia,"late socialism
(1973/75-1989)",127.85680427178542,127.92178154306778,0.06497727128235908,7758172,NA,2,1993,128,2,1.5,2.5,1,0,SRB: +0,no change
Yugosl.,Serbia,SRB,1989-1993,% of LAT_AM,Yugosl.: Serbia,"transition
(1989-1991/92)",127.92178154306778,50.935781002696906,-76.98600054037087,7881211,NA,2,1993,128,3,2.5,3.5,1,-77,SRB: -77,divergence
Yugosl.,Serbia,SRB,1993-2022,% of LAT_AM,Yugosl.: Serbia,"capitalism
(1992-2022)",50.935781002696906,109.73788385309331,58.8021028503964,7849677,NA,2,1993,51,4,3.5,4.5,1,59,SRB: +59,convergence
CEE,Slovakia,SVK,1950-1975,% of LAT_AM,CEE: Slovakia,"early socialism
(1950-1973/75)",135.20525177289338,141.27472259067838,6.069470817785003,3465707,TRUE,6,1992,135,1,0.5,1.5,1,6,SVK: +6,convergence
CEE,Slovakia,SVK,1975-1989,% of LAT_AM,CEE: Slovakia,"late socialism
(1973/75-1989)",141.27472259067838,148.58669763471906,7.311975044040679,4739131,TRUE,6,1992,141,2,1.5,2.5,1,7,SVK: +7,convergence
CEE,Slovakia,SVK,1989-1992,% of LAT_AM,CEE: Slovakia,"transition
(1989-1991/92)",148.58669763471906,110.8791825894407,-37.707515045278356,5249882,NA,6,1992,149,3,2.5,3.5,1,-38,SVK: -38,divergence
CEE,Slovakia,SVK,1992-2022,% of LAT_AM,CEE: Slovakia,"capitalism
(1992-2022)",110.8791825894407,176.6267271796862,65.74754459024551,5306409,NA,6,1992,111,4,3.5,4.5,1,66,SVK: +66,convergence
Yugosl.,Slovenia,SVN,1952-1979,% of LAT_AM,Yugosl.: Slovenia,"early socialism
(1950-1973/75)",105.37238832594883,253.61273086476413,148.2403425388153,1479622,NA,3,1992,105,1,0.5,1.5,1,148,SVN: +148,convergence
Yugosl.,Slovenia,SVN,1979-1989,% of LAT_AM,Yugosl.: Slovenia,"late socialism
(1973/75-1989)",253.61273086476413,231.4680635291285,-22.14466733563563,1885870,NA,3,1992,254,2,1.5,2.5,1,-22,SVN: -22,divergence
Yugosl.,Slovenia,SVN,1989-1992,% of LAT_AM,Yugosl.: Slovenia,"transition
(1989-1991/92)",231.4680635291285,174.26158513343296,-57.20647839569554,1995417,NA,3,1992,231,3,2.5,3.5,1,-57,SVN: -57,divergence
Yugosl.,Slovenia,SVN,1992-2022,% of LAT_AM,Yugosl.: Slovenia,"capitalism
(1992-2022)",174.26158513343296,209.70963552609476,35.4480503926618,1995805,NA,3,1992,174,4,3.5,4.5,1,35,SVN: +35,convergence
USSR,Ukraine,UKR,1973-1989,% of LAT_AM,USSR: Ukraine,"late socialism
(1973/75-1989)",110.85716674171502,117.64183175382736,6.784665012112342,48277070,NA,3,1998,111,2,1.5,2.5,1,7,UKR: +7,convergence
USSR,Ukraine,UKR,1989-1998,% of LAT_AM,USSR: Ukraine,"transition
(1989-1991/92)",117.64183175382736,44.360008674505984,-73.28182307932138,51917779,NA,3,1998,118,3,2.5,3.5,1,-73,UKR: -73,divergence
USSR,Ukraine,UKR,1998-2022,% of LAT_AM,USSR: Ukraine,"capitalism
(1992-2022)",44.360008674505984,49.7359579460549,5.375949271548919,50379676,NA,3,1998,44,4,3.5,4.5,1,5,UKR: +5,convergence
USSR,Belarus,BLR,1973-1989,% of G7,USSR: Belarus,"late socialism
(1973/75-1989)",38.426391143943704,38.39781728361262,-0.02857386033108611,9205662,NA,1,1995,38,2,1.5,2.5,1,-0,BLR: +0,no change
USSR,Belarus,BLR,1989-1995,% of G7,USSR: Belarus,"transition
(1989-1991/92)",38.39781728361262,20.79367278415298,-17.604144499459636,10158729,NA,1,1995,38,3,2.5,3.5,1,-18,BLR: -18,divergence
USSR,Belarus,BLR,1995-2022,% of G7,USSR: Belarus,"capitalism
(1992-2022)",20.79367278415298,38.74407720141937,17.95040441726639,10197421,NA,1,1995,21,4,3.5,4.5,1,18,BLR: +18,convergence
CEE,Bulgaria,BGR,1950-1975,% of G7,CEE: Bulgaria,"early socialism
(1950-1973/75)",27.888784870268623,43.21621007439993,15.327425204131309,7248464,NA,1,1999,28,1,0.5,1.5,1,15,BGR: +15,convergence
CEE,Bulgaria,BGR,1975-1989,% of G7,CEE: Bulgaria,"late socialism
(1973/75-1989)",43.21621007439993,31.98903335121784,-11.22717672318209,8723102,NA,1,1999,43,2,1.5,2.5,1,-11,BGR: -11,divergence
CEE,Bulgaria,BGR,1989-1999,% of G7,CEE: Bulgaria,"transition
(1989-1991/92)",31.98903335121784,21.313228989502928,-10.675804361714913,8936335,NA,1,1999,32,3,2.5,3.5,1,-11,BGR: -11,divergence
CEE,Bulgaria,BGR,1999-2022,% of G7,CEE: Bulgaria,"capitalism
(1992-2022)",21.313228989502928,42.66546748907593,21.352238499573,8067415,NA,1,1999,21,4,3.5,4.5,1,21,BGR: +21,convergence
Yugosl.,Croatia,HRV,1952-1979,% of G7,Yugosl.: Croatia,"early socialism
(1950-1973/75)",26.509810184016253,56.41133355144135,29.9015233674251,3957359,NA,1,1993,27,1,0.5,1.5,1,30,HRV: +30,convergence
Yugosl.,Croatia,HRV,1979-1989,% of G7,Yugosl.: Croatia,"late socialism
(1973/75-1989)",56.41133355144135,45.06811834372728,-11.343215207714074,4626900,NA,1,1993,56,2,1.5,2.5,1,-11,HRV: -11,divergence
Yugosl.,Croatia,HRV,1989-1993,% of G7,Yugosl.: Croatia,"transition
(1989-1991/92)",45.06811834372728,27.1922996279756,-17.875818715751677,4820680,NA,1,1993,45,3,2.5,3.5,1,-18,HRV: -18,divergence
Yugosl.,Croatia,HRV,1993-2022,% of G7,Yugosl.: Croatia,"capitalism
(1992-2022)",27.1922996279756,55.913799014821436,28.721499386845835,4729691,NA,1,1993,27,4,3.5,4.5,1,29,HRV: +29,convergence
CEE,Czechia,CZE,1950-1975,% of G7,CEE: Czechia,"early socialism
(1950-1973/75)",50.19173728030315,50.92957129155211,0.7378340112489568,8916664,TRUE,2,1992,50,1,0.5,1.5,1,1,CZE: +1,convergence
CEE,Czechia,CZE,1975-1989,% of G7,CEE: Czechia,"late socialism
(1973/75-1989)",50.92957129155211,45.28766358675138,-5.64190770480073,10030738,NA,2,1992,51,2,1.5,2.5,1,-6,CZE: -6,divergence
CEE,Czechia,CZE,1989-1992,% of G7,CEE: Czechia,"transition
(1989-1991/92)",45.28766358675138,40.150496166361336,-5.137167420390043,10305562,NA,2,1992,45,3,2.5,3.5,1,-5,CZE: -5,divergence
CEE,Czechia,CZE,1992-2022,% of G7,CEE: Czechia,"capitalism
(1992-2022)",40.150496166361336,66.81331502144302,26.66281885508168,10312408,NA,2,1992,40,4,3.5,4.5,1,27,CZE: +27,convergence
Baltics,Estonia,EST,1973-1989,% of G7,Baltics: Estonia,"late socialism
(1973/75-1989)",63.57100724077199,60.630001746318115,-2.9410054944538757,1399299,NA,1,1994,64,2,1.5,2.5,1,-3,EST: -3,divergence
Baltics,Estonia,EST,1989-1994,% of G7,Baltics: Estonia,"transition
(1989-1991/92)",60.630001746318115,36.625993162793826,-24.00400858352429,1567538,NA,1,1994,61,3,2.5,3.5,1,-24,EST: -24,divergence
Baltics,Estonia,EST,1994-2022,% of G7,Baltics: Estonia,"capitalism
(1992-2022)",36.625993162793826,62.29657725869518,25.670584095901354,1475669,NA,1,1994,37,4,3.5,4.5,1,26,EST: +26,convergence
CEE,Hungary,HUN,1950-1975,% of G7,CEE: Hungary,"early socialism
(1950-1973/75)",41.88615751982214,43.02093510687709,1.1347775870549484,9337826,NA,3,1992,42,1,0.5,1.5,1,1,HUN: +1,convergence
